texto	fonte	sim_ironico	nao_ironico	naosei_ironico	num_de_anotadores_total	Comparação	Hipérbole	Imparidade	Metáfora	Paradoxo	Vulgarismo	Outro	Sem Evidência	
Canal Parlamento emite programa com deputados a saltar para a água 	Inimigo Público	0	0	0	1	0	0	1	0	0	0	0	0	
História constitui Pedro Passos Coelho arguido 	Inimigo Público	0	0	0	1	0	1	0	1	0	0	0	0	
Passos diz que a realidade do país é também a sua	Público	0	0	0	0	0	0	0	0	0	0	0	0	
Os Verdes querem lojas fechadas no Ano Novo, 25 de Abril, 1 de Maio e Natal	Público	0	0	0	0	0	0	0	0	0	0	0	0	
Passos diz que ministros devem estar na tomada de posse	Público	0	0	0	0	0	0	0	0	0	0	0	0	
Miguel Relvas vai cantar 'Viseu Tem Mais Encanto ' quando sair do Governo 	Inimigo Público	0	0	0	1	0	0	0	1	0	0	0	0	
Negociação entre governo e FMI deverá durar apenas 30 segundos	Inimigo Público	0	0	0	0	0	0	0	0	0	0	0	0	
Punição de Jesualdo deverá ser continuar a treinar o Sporting 	Inimigo Público	0	0	0	1	0	1	0	0	0	0	0	0	
Paulo Campos vai à Grécia comprar alimentos fora do prazo a preço reduzido	Inimigo Público	0	0	0	0	0	0	0	0	0	0	0	0	
Ciclistas da Volta a Portugal não querem ganhar a camisola verde para não ficarem associados ao BES 	Inimigo Público	0	0	0	1	0	1	0	0	0	0	0	0	
Ricardo Salgado sai por 3 milhões , muito abaixo da cláusula de rescisão de 5 mil milhões de euros 	Inimigo Público	0	0	0	1	0	1	0	0	0	0	0	0	
Anafre lança projecto de modernização administrativa das freguesias	Público	0	0	0	0	0	0	0	0	0	0	0	0	
Judite Sousa está feliz com novo amor e apresentou sorridente notícia sobre surto de Ébola em África 	Inimigo Público	0	0	0	1	0	1	1	0	0	0	0	0	
Assis: reunião com o PSD reforçou garantia de que Portugal vai ter um Orçamento	Público	0	0	0	0	0	0	0	0	0	0	0	0	
Raul Meireles quis apenas explicar a actual situação na liderança do PS 	Inimigo Público	0	0	0	1	0	0	1	0	0	0	0	0	
Debate do Estado da Nação : maioria diz que Portugal tem uma reacção vagal e oposição contrapõe que é uma tendinose rotuliana 	Inimigo Público	0	0	0	1	0	0	1	1	0	0	0	0	
Surdos-mudos vaiam Relvas e batem recorde de caralhadas gestuais 	Inimigo Público	0	0	0	1	0	0	0	0	0	1	0	0	
"Machete compara incidente com Bissau a um ""acto próximo do terrorismo"""	Público	0	0	0	0	0	0	0	0	0	0	0	0	
Sócrates dá tolerância de ponto e faz cueca do século ao FMI	Inimigo Público	0	0	0	0	0	0	0	0	0	0	0	0	
Feira do livro : Passos obriga a cortar 10 % das edições com mais de 65 anos 	Inimigo Público	0	0	0	1	0	0	1	0	0	0	0	0	
"Ministra da Justiça ""lamenta profundamente"" a forma como Gaspar saiu do Governo"	Público	0	0	0	0	0	0	0	0	0	0	0	0	
"Sócrates e Passos pegam-se ""como cão e gato"" porque não têm propostas para o país"	Público	0	0	0	0	0	0	0	0	0	0	0	0	
Múmias do museu de arqueologia devem 10 mil milhões de euros em taxas moderadoras	Inimigo Público	0	0	0	0	0	0	0	0	0	0	0	0	
Ministro da Administração Interna faz nomeações em regime de substituição	Público	0	0	0	0	0	0	0	0	0	0	0	0	
Avô da Heidi é o principal suspeito da matança dos Alpes	Inimigo Público	0	0	0	0	0	0	0	0	0	0	0	0	
Passos Coelho diz que há contra-informação sobre pensões de sobrevivência	Público	0	0	0	0	0	0	0	0	0	0	0	0	
Cavaco diz que as vozes dos manifestantes devem ser ouvidas	Público	0	0	0	0	0	0	0	0	0	0	0	0	
Duas semanas pela frente e muitas dúvidas para resolver	Público	0	0	0	0	0	0	0	0	0	0	0	0	
"Sócrates: ""Quem ganha as eleições é que vai para o Governo"""	Público	0	0	0	0	0	0	0	0	0	0	0	0	
Governo mandata Finanças para coordenar defesa contra providências cautelares	Público	0	0	0	0	0	0	0	0	0	0	0	0	
Seguro assinala convergência com candidato da Frelimo às presidenciais	Público	0	0	0	0	0	0	0	0	0	0	0	0	
José Sócrates já está a escrever o PEC V 	Inimigo Público	5	0	0	5	0	1	0	0	4	0	1	1	
"Costa critica estratégia de ""empobrecimento colectivo"""	Público	0	0	0	0	0	0	0	0	0	0	0	0	
António Mexia acha que derrota do Benfica na final da Liga Europa obriga Portugal a pedir um segundo resgate 	Inimigo Público	0	0	0	1	0	1	1	0	0	0	0	0	
Maioria dos alunos portugueses copia nos exames tal como 20 das 21 medidas de António Costa para o país foram copiadas de José Sócrates 	Inimigo Público	0	0	0	1	0	0	1	0	0	0	0	0	
"Jerónimo admite saída do euro, mas com ""condições"" que garantam futuro"	Público	0	0	0	0	0	0	0	0	0	0	0	0	
"Cavaco Silva lembra que portugueses sempre ""souberam unir-se"""	Público	0	0	0	0	0	0	0	0	0	0	0	0	
Mãe vai à morgue identificar filho e descobre cadáver da filha. Filha aparece viva na televisão e filho aparece a dançar o foxtrot com Sónia Araújo na Praça da Alegria	Inimigo Público	0	0	0	0	0	0	0	0	0	0	0	0	
Conselho Português para os Refugiados sem dinheiro	Público	0	0	0	0	0	0	0	0	0	0	0	0	
Paulo Bento vai estudar matemática para o Gana 	Inimigo Público	0	0	0	1	0	0	1	0	0	0	0	0	
Sporting condena Godinho Lopes a ser líder dos No Name Boys 	Inimigo Público	0	0	0	1	0	0	1	0	0	0	0	0	
Esquerda parlamentar critica em coro escolha de Vítor Bento	Público	0	0	0	0	0	0	0	0	0	0	0	0	
Tribunal dá luz verde à eleição de António Costa para Conselho Metropolitano de Lisboa	Público	0	0	0	0	0	0	0	0	0	0	0	0	
"Semedo diz que moção de censura do PS e remodelação do CDS são ""manobrismo político"""	Público	0	0	0	0	0	0	0	0	0	0	0	0	
BCP já pediu ao BCE para criar moedas de milésimos de euro para facilitar a sua cotação em bolsa	Inimigo Público	0	0	0	0	0	0	0	0	0	0	0	0	
Cavaco promulgou Orçamento do Estado para 2012	Público	0	0	0	0	0	0	0	0	0	0	0	0	
Gaspar desafia deputados a proporem cortes na despesa do Estado	Público	0	0	0	0	0	0	0	0	0	0	0	0	
Vítor Gaspar tentou devolver Portugal ao FMI para lhe darem um novo	Inimigo Público	0	0	0	0	0	0	0	0	0	0	0	0	
"Seguro diz que situação do país exige do Presidente ""não apenas palavras mas acção"""	Público	0	0	0	0	0	0	0	0	0	0	0	0	
Ângelo Correia diz que PSD não se preparou para ser Governo	Público	0	0	0	0	0	0	0	0	0	0	0	0	
Benfica de derrota em derrota vai ser patrocinado pelo BES 	Inimigo Público	0	0	0	1	0	0	1	0	0	0	0	0	
Vieira da Silva quer congresso do PS antes das eleições autárquicas	Público	0	0	0	0	0	0	0	0	0	0	0	0	
José Couceiro assume nome Peyroteo e Bruno Carvalho passa a ser Bruno Cinco Violinos Carvalho 	Inimigo Público	0	0	0	1	0	0	0	1	0	0	0	0	
Clientes do BES retiram os depósitos do BES e depositam o dinheiro no muito mais seguro e confiável BPN 	Inimigo Público	0	0	0	1	0	0	0	0	1	0	0	0	
'Facebook ' testou emoções dos utilizadores e ficou chocado ao descobrir que Cavaco Silva não tem nenhuma 	Inimigo Público	0	0	0	1	0	1	1	0	0	0	0	0	
Rio e os carrosséis e Menezes de férias na neve	Público	0	0	0	0	0	0	0	0	0	0	0	0	
CR7 vai pedir fiscalização sucessiva da Bola de Ouro do Messi 	Inimigo Público	0	0	0	1	0	0	0	1	0	0	0	0	
Marcelo diz que interrupção de briefings do Governo foi prova de inteligência	Público	0	0	0	0	0	0	0	0	0	0	0	0	
Jornal que fez imagem envelhecida de Ronaldo descobre que Portas , quando for mais velho , será igual a Margaret Thatcher 	Inimigo Público	0	0	0	1	0	0	0	1	0	0	0	0	
Coreia do Norte dispara fogo real na fronteira e Coreia do Sul retalia com fotos do Instagram de Lili Caneças 	Inimigo Público	0	0	0	1	0	0	1	0	0	0	0	0	
Adeptos do FC Porto chamaram ‘Vítor Gaspar’ a Vítor Pereira 	Inimigo Público	0	0	0	1	0	0	0	1	0	0	0	0	
"Portugal tem a democracia ""basicamente suspensa"", diz Boaventura de Sousa Santos"	Público	0	0	0	0	0	0	0	0	0	0	0	0	
Escritor que venceu o Prémio LeYa vai ser taxado como se fosse a J.K. Rowling	Inimigo Público	0	0	0	0	0	0	0	0	0	0	0	0	
"Estado reclama 570 milhões de prestações sociais ""indevidas"""	Público	0	0	0	0	0	0	0	0	0	0	0	0	
PS quer taxar a 100% os lucros das PPP acima do contratado	Público	0	0	0	0	0	0	0	0	0	0	0	0	
Portugal do “ É só um minutinho “ , do “ Vou beber um cafezinho “ e do “ Queria uma cervejinha “ vai ter agora um tipicamente português segundo “ resgatezinho “ 	Inimigo Público	0	0	0	1	0	0	0	1	0	0	1	0	
Vítor Gaspar vai dividir salsicha bockwurst com a Angela Merkel 	Inimigo Público	0	0	0	1	0	0	0	1	0	0	0	0	
ASAE descobre óleos de cozinha transgénicos e lasanhas com carne de cavalo clonado 	Inimigo Público	0	0	0	1	0	0	0	0	0	0	1	0	
Agente da PSP de Guimarães que agrediu adepto do Benfica foi a Atenas aproveitar os confrontos para agredir adepto do Olympiakos 	Inimigo Público	0	0	0	1	0	0	0	0	1	0	0	0	
Parlamento aprova cortes nos salários dos assessores ministeriais	Público	0	0	0	0	0	0	0	0	0	0	0	0	
Eurogrupo espera cedências da Grécia , Grécia espera cedências dos credores e credores esperam que Camilo Lourenço lhes diga o que fazer 	Inimigo Público	0	0	0	1	0	0	1	0	0	0	0	0	
Louçã quer que greve geral signifique o princípio de novo 25 de Abril	Público	0	0	0	0	0	0	0	0	0	0	0	0	
"PS quer suavizar austeridade com ""almofada"" de 7500 milhões"	Público	0	0	0	0	0	0	0	0	0	0	0	0	
Ministra descarta responsabilidades sobre situação no GES e no BES	Público	0	0	0	0	0	0	0	0	0	0	0	0	
ONU alerta que nova doença das bananas pode destruir a república portuguesa 	Inimigo Público	0	0	0	1	0	0	0	0	1	0	0	0	
Troika não se sente acarinhada e pediu para abandonar Portugal	Inimigo Público	0	0	0	0	0	0	0	0	0	0	0	0	
Portugueses que namoram através da internet jantam fora no site da TelePizza	Inimigo Público	0	0	0	0	0	0	0	0	0	0	0	0	
Domingos Paciência entrou em depressão profunda, pois bastava ter esperado 15 dias e hoje era o novo treinador do FC Porto	Inimigo Público	0	0	0	0	0	0	0	0	0	0	0	0	
Alemanha admite sair da zona euro mas só se levar todas as notas e moedas	Inimigo Público	0	0	0	0	0	0	0	0	0	0	0	0	
Marcelo insiste em Nuno Morais Sarmento para lugar de Relvas	Público	0	0	0	0	0	0	0	0	0	0	0	0	
Casamento do príncipe William vai ser em casa de Eduardo Catroga	Inimigo Público	0	0	0	0	0	0	0	0	0	0	0	0	
BE lidera a produção legislativa no primeiro mês e meio de Parlamento	Público	0	0	0	0	0	0	0	0	0	0	0	0	
Portas exige prisão de criminosos apanhados em flagrante	Público	0	0	0	0	0	0	0	0	0	0	0	0	
Vinte portugueses vão entrevistar Passos Coelho na RTP	Público	0	0	0	0	0	0	0	0	0	0	0	0	
Alargamento da Troika exige quantidade nunca antes vista de lubrificante 	Inimigo Público	0	0	0	1	0	0	0	1	0	0	0	0	
Jorge Jesus apenas ﬁcará no Benﬁca se lhe prometerem completa reformulação do plantel do FC Porto	Inimigo Público	0	0	0	0	0	0	0	0	0	0	0	0	
Fantasma de Béla Guttmann vai ser o treinador do Chelsea na final da Liga Europa contra o Benfica 	Inimigo Público	0	0	0	1	0	0	1	0	0	0	0	0	
Governo desmente que corte nos salários possa vir a ser maior	Público	0	0	0	0	0	0	0	0	0	0	0	0	
Passos diz que bíblia do governo não é o relatório do FMI mas sim as SMS de Relvas 	Inimigo Público	0	0	0	1	0	0	0	1	0	0	0	0	
Famosos vão apagar incêndios enquanto dançam e cantam em novo programa de TV 	Inimigo Público	0	0	0	1	0	1	0	0	0	0	0	0	
Portas deixa governo e assina pelo PS por quatro épocas 	Inimigo Público	0	0	0	1	0	0	1	0	0	0	0	0	
Portas diz que com o PS regressa o risco de bancarrota	Público	0	0	0	0	0	0	0	0	0	0	0	0	
Madeira arrisca perder verbas do Estado durante oito anos	Público	0	0	0	0	0	0	0	0	0	0	0	0	
Militares portugueses no Iraque vão ser comandados por um espanhol e temem que seja Lopetegui 	Inimigo Público	0	0	0	1	0	0	1	0	0	0	0	0	
Passos chocado com Bruno Carvalho por negociar com banca em vez de aceitar tudo o que a banca lhe diz 	Inimigo Público	0	0	0	1	0	0	1	0	0	0	0	0	
Sporting B lidera a Segunda Liga e vai subir de divisão quando o Sporting A descer	Inimigo Público	0	0	0	0	0	0	0	0	0	0	0	0	
Líder do PS-Madeira acusa Cavaco de falta de isenção e de atropelos à democracia	Público	0	0	0	0	0	0	0	0	0	0	0	0	
Macário Correia não se recandidata a Faro	Público	0	0	0	0	0	0	0	0	0	0	0	0	
Portugueses só poderão usar a nova nota de 10 euros depois de preencherem um requerimento a explicar a Angela Merkel como pretendem gastá-la 	Inimigo Público	0	0	0	1	0	1	0	0	0	0	0	0	
Oito juntas de freguesia avançam para tribunal para travar reforma administrativa em Sintra	Público	0	0	0	0	0	0	0	0	0	0	0	0	
Jorge Jesus revela na universidade que o seu cabelo homenageia a cabeleira de Sir Isaac Newton 	Inimigo Público	0	0	0	1	0	0	1	0	0	0	0	0	
"""Honra"", ""compromisso"", ""palavra"", tem insistido Cavaco nos anos da troika"	Público	0	0	0	0	0	0	0	0	0	0	0	0	
PSD vê crime na destruição de escutas pelo procurador-geral	Público	0	0	0	0	0	0	0	0	0	0	0	0	
Portas diz que briefing sobre cortes nas pensões foi um erro porque a verdadeira ideia do governo é obrigar os pensionistas a emigrar 	Inimigo Público	0	0	0	1	0	1	0	0	0	0	0	0	
Governo diz que despesas sociais subiram 10 por cento	Público	0	0	0	0	0	0	0	0	0	0	0	0	
"Primeiro-ministro recebido como um ""famoso"" na Feira de S. Mateus"	Público	0	0	0	0	0	0	0	0	0	0	0	0	
"""Eu não tenho amigos"", diz Passos Coelho"	Público	0	0	0	0	0	0	0	0	0	0	0	0	
Inspirado pela Gazprom , António Costa cortou o fornecimento de gás à casa do António José Seguro 	Inimigo Público	0	0	0	1	0	0	1	0	0	0	0	0	
Passos Coelho reafirma que não viabilizará PEC	Público	0	0	0	0	0	0	0	0	0	0	0	0	
Cronologia do défice da Madeira das mulatas de Zarco aos sifões de Jaime Ramos	Inimigo Público	0	0	0	0	0	0	0	0	0	0	0	0	
Português identificado em vídeo da Al Qaeda enviou factura da Kalashnikov para o sorteio de carros do Fisco 	Inimigo Público	0	0	0	1	0	0	1	0	0	0	0	0	
Nova porca na vida do Sapo Cocas foi Miss Feira do Fumeiro de Montalegre 	Inimigo Público	0	0	0	1	0	0	0	1	0	1	0	0	
"Jornalistas d'""A Bola"" demoraram 16 segundos a escrever sobre a vitória do FC Porto na Madeira"	Inimigo Público	0	0	0	0	0	0	0	0	0	0	0	0	
Fundação do PSD-Madeira recebeu 1,1 milhões de euros para herdade da festa	Público	0	0	0	0	0	0	0	0	0	0	0	0	
"TGV: Acordo com o Governo ""é claro"" e com certeza ""vai ser cumprido"", diz Miguel Macedo"	Público	0	0	0	0	0	0	0	0	0	0	0	0	
Pinto da Costa , Luís Filipe Vieira e Bruno de Carvalho vão aparecer nus na próxima capa da revista Cristina 	Inimigo Público	0	0	0	1	0	0	1	0	0	0	0	0	
"Socialistas acusam Vítor Gaspar de ""estar fora da realidade"""	Público	0	0	0	0	0	0	0	0	0	0	0	0	
Portas monta quiosque de venda de património do Estado junto às roulotes de bifanas do Estádio da Luz 	Inimigo Público	0	0	0	1	0	0	1	1	0	0	0	0	
Grupo propõe fim da publicidade na RTP e da ERC	Público	0	0	0	0	0	0	0	0	0	0	0	0	
António Costa mandou helicóptero atirar cravos sobre a Praça do Comércio e uma chaimite para cima da liderança de Tózé Seguro 	Inimigo Público	0	0	0	1	0	1	1	0	0	0	0	0	
Passos Coelho promove e aumenta colaborador	Público	0	0	0	0	0	0	0	0	0	0	0	0	
Portugueses em crise vendem jóias de ouro de família e por vezes entram na casa de penhores com a própria avó com os brincos nas orelhas	Inimigo Público	0	0	0	0	0	0	0	0	0	0	0	0	
PS rejeita corte de 4,7 mil milhões e dá murro na mesa dizendo que só aceita cortar 4.699.999.999 euros 	Inimigo Público	0	0	0	1	0	1	0	0	0	0	0	0	
José Jorge Letria é o candidato do PS à Assembleia Municipal de Cascais	Público	0	0	0	0	0	0	0	0	0	0	0	0	
Bloco apresenta proposta de referendo ao Tratado Orçamental	Público	0	0	0	0	0	0	0	0	0	0	0	0	
PSD acusa o PS de não saber dizer correctamente o nome de Julen Lopetegui 	Inimigo Público	0	0	0	1	0	0	1	0	0	0	0	0	
"PS considera ""totalmente descabido"" que Eurogrupo não aprove ""medidas de alívio"" para Portugal"	Público	0	0	0	0	0	0	0	0	0	0	0	0	
"Relvas apoia Menezes para município de ""interesse para o norte"" nas autárquicas"	Público	0	0	0	0	0	0	0	0	0	0	0	0	
"Marco António acusa Cárlos César de ""abrir uma brecha na unidade estratégica"""	Público	0	0	0	0	0	0	0	0	0	0	0	0	
Criança que escolheu novo papa ortodoxo vai indicar o próximo ministro das Finanças português	Inimigo Público	0	0	0	0	0	0	0	0	0	0	0	0	
Jardim pede a Cavaco e Passos flexibilização do plano de resgate da Madeira	Público	0	0	0	0	0	0	0	0	0	0	0	0	
Jerónimo de Sousa diz que um dia Portugal não poderá pagar a dívida	Público	0	0	0	0	0	0	0	0	0	0	0	0	
Descoberto planeta do tamanho da Terra que pode ter água e outro Paulo Portas 	Inimigo Público	0	0	0	1	0	0	1	0	0	0	0	0	
"Nuno Crato diz que Portugal ""entrou numa espiral responsável"""	Público	0	0	0	0	0	0	0	0	0	0	0	0	
Ministério da defesa vende canhão da Nazaré à Roménia 	Inimigo Público	0	0	0	1	0	0	1	0	1	0	0	0	
Estado apenas vai pagar multas de estacionamento a Mário Soares 	Inimigo Público	0	0	0	1	0	0	1	0	0	0	0	0	
Parlamento chumba aumento da tributação das mais-valias mobiliárias	Público	0	0	0	0	0	0	0	0	0	0	0	0	
Vídeo do YouTube em que bebé ri desalmadamente quando Teixeira dos Santos diz que Portugal pode ficar prejudicado se o resto da Europa não resolver os seus problemas como Portugal já resolveu bate recorde de visualizações	Inimigo Público	0	0	0	0	0	0	0	0	0	0	0	0	
Jorge Coelho quer transformar Sporting numa SCUT 	Inimigo Público	0	0	0	1	0	0	0	1	0	0	0	0	
Juiz Carlos Alexandre e procuradores do MP pediram autógrafos e tiraram uma selfie com o famoso arguido Ricardo Salgado 	Inimigo Público	0	0	0	1	0	1	0	1	0	0	0	0	
Novo defesa do Benfica Steven Vitória entrou por cunha da águia Vitória 	Inimigo Público	0	0	0	1	0	1	0	0	0	0	1	0	
Jackson torna-se uma estrela e vai virar branco	Inimigo Público	0	0	0	0	0	0	0	0	0	0	0	0	
Seguro no seu labirinto	Público	0	0	0	0	0	0	0	0	0	0	0	0	
Seguro pergunta quem fala a verdade, Passos, Portas ou Maduro	Público	0	0	0	0	0	0	0	0	0	0	0	0	
"Jardim só não quer que Lisboa deite ""olhado roxo"" sobre os madeirenses"	Público	0	0	0	0	0	0	0	0	0	0	0	0	
Radialistas australianos fazem-se passar por Cavaco Silva não telefonando a ninguém	Inimigo Público	0	0	0	0	0	0	0	0	0	0	0	0	
Opinião de Iva Delgado: A vitória dos rebeldes	Público	0	0	0	0	0	0	0	0	0	0	0	0	
Santana Lopes abandona as funções de mamífero 	Inimigo Público	0	0	0	1	0	0	0	1	0	0	0	0	
Portugal pode enviar tropas para o Golfo da Guiné	Público	0	0	0	0	0	0	0	0	0	0	0	0	
Quartos ilegais no Algarve são ponta do icebergue das cozinhas clandestinas e das garagens fora-da-lei	Inimigo Público	0	0	0	0	0	0	0	0	0	0	0	0	
Francisco Louçã abandona o Parlamento	Público	0	0	0	0	0	0	0	0	0	0	0	0	
General Chaves não recebeu associações militares	Público	0	0	0	0	0	0	0	0	0	0	0	0	
Cristas assegura apoios às metáforas com pastores , rebanhos e ovelhas nas reportagens sobre conclave 	Inimigo Público	0	0	0	1	0	0	0	1	0	0	0	0	
"Tribunal de Contas critica ""perdão"" para erros de gestão de autarcas"	Público	0	0	0	0	0	0	0	0	0	0	0	0	
"Mendes acusa Gaspar de fazer dos portugueses ""um conjunto de atrasados mentais"""	Público	0	0	0	0	0	0	0	0	0	0	0	0	
"Portas, o ""senhor bacalhau"" foi animar a campanha da Aliança Portugal"	Público	0	0	0	0	0	0	0	0	0	0	0	0	
Portugal desata a crescer assim que os políticos vão de férias 	Inimigo Público	0	0	0	1	0	0	0	1	0	0	0	0	
Mário Soares diz que Portugal caminha para uma ditadura e que está na altura de jovens como Manuel Alegre ou Almeida Santos fazerem algo 	Inimigo Público	0	0	0	1	0	0	0	0	1	0	0	0	
Nem todos a quem Passos presta hoje homenagem foram mortos pelo inimigo	Público	0	0	0	0	0	0	0	0	0	0	0	0	
Associações de pensionistas dizem que corte é uma arbitrariedade que não passará no Constitucional	Público	0	0	0	0	0	0	0	0	0	0	0	0	
Governo encerra Cemitério dos Prazeres e transfere os coveiros para regiões do país onde são mais precisos	Inimigo Público	0	0	0	0	0	0	0	0	0	0	0	0	
Exercício da NATO em Grândola foi preparação para um desembarque da Baía dos Porcos caso PCP e BE cheguem ao Governo 	Inimigo Público	5	0	0	5	0	0	3	2	0	4	1	0	
Seguro serve	Público	0	0	0	0	0	0	0	0	0	0	0	0	
Jorge Sampaio repudia críticas ao Tribunal Constitucional	Público	0	0	0	0	0	0	0	0	0	0	0	0	
Jogo do Mundial de futebol de praia interrompido por invasão de campo de vendedores de bolas de Berlim 	Inimigo Público	0	0	0	1	0	0	0	0	0	0	1	0	
Final da Champions : Ronaldo vem a Lisboa e , se não jogar , vai posar todo nu com Irina e a taça 	Inimigo Público	0	0	0	1	0	0	1	0	0	0	0	0	
Dia sem cartões na restauração tem o apoio da semana sem cartões no bingo	Inimigo Público	0	0	0	0	0	0	0	0	0	0	0	0	
Nobre surpreendido com divulgação dos seus rendimentos de 2009	Público	0	0	0	0	0	0	0	0	0	0	0	0	
Passos reitera que vai lutar pelo tratamento de igualdade face à Grécia	Público	0	0	0	0	0	0	0	0	0	0	0	0	
Brasileiros preocupados que a guerra eleitoral entre Francisco Assis e Paulo Rangel possa desviar as atenções do Mundial de futebol 	Inimigo Público	0	0	0	1	0	0	1	1	0	0	0	0	
"Marcelo diz que troika e Governo ""ficam mal no filme"" da taxa sobre pensões"	Público	0	0	0	0	0	0	0	0	0	0	0	0	
Comissão parlamentar de Ética analisa queixa de MPT contra Marinho e Pinto	Público	0	0	0	0	0	0	0	0	0	0	0	0	
Swaps só são exóticos quando são servidos com caipirinhas 	Inimigo Público	0	0	0	1	0	0	1	0	0	0	0	0	
Paulo Portas despediu-se dos funcionários do Ministério dos Negócios Estrangeiros com um “Até daqui a 3 meses o mais tardar“ 	Inimigo Público	0	0	0	1	0	0	0	0	1	0	0	0	
"Movimento ""Ocupar Lisboa"" diz ter sido atacado por neo-nazis"	Público	0	0	0	0	0	0	0	0	0	0	0	0	
1000 adeptos do Benfica aplaudiram primeiro treino dos 2000 jogadores do clube	Inimigo Público	0	0	0	0	0	0	0	0	0	0	0	0	
Cabras que reduzem risco de incêndio exigem capacetes de bombeiros para todas ou não comem nem mais um arbusto	Inimigo Público	0	0	0	0	0	0	0	0	0	0	0	0	
Oficiais das Forças Armadas não vão ao 10 de Junho porque é uma cerimónia muito mal frequentada 	Inimigo Público	0	0	0	1	0	0	0	1	1	0	0	0	
Dia da Defesa Nacional: 132.118 cidadãos convocados no primeiro ano em que mulheres estão obrigadas a comparecer	Público	0	0	0	0	0	0	0	0	0	0	0	0	
Vizinhos muito surpreendidos, dizem que Bin Laden era um terrorista absolutamente normal, não estavam nada à espera	Inimigo Público	0	0	0	0	0	0	0	0	0	0	0	0	
"Morte de Chávez: Portas destaca ""amigo de Portugal"" e homem que marcou a América Latina"	Público	0	0	0	0	0	0	0	0	0	0	0	0	
Novo secretário de Estado contratado não pode ser inscrito pelo governo , pois esta temporada já trabalhou em duas entidades públicas diferentes 	Inimigo Público	0	0	0	1	0	0	0	0	0	0	1	0	
Sindicatos dizem que reforma aos 66 anos é impossível para os motoristas	Público	0	0	0	0	0	0	0	0	0	0	0	0	
Chaimites dos golpistas do Sporting ocuparam lugar de estacionamento de Godinho Lopes 	Inimigo Público	0	0	0	1	0	0	0	1	0	0	0	0	
Seguro mergulhou na festa de S. Bento e Costa apelou à mobilização dos socialistas	Público	0	0	0	0	0	0	0	0	0	0	0	0	
Seguro defende mudança de política, mas recusa moção de censura ao Governo	Público	0	0	0	0	0	0	0	0	0	0	0	0	
Chineses entram no ano do coelho e PSD anuncia que vem aí o ano do Passos Coelho	Inimigo Público	0	0	0	0	0	0	0	0	0	0	0	0	
Selecção começa já amanhã a trabalhar para o Euro 2016 para preparar adaptação à temperatura e humidade da Europa 	Inimigo Público	0	0	0	1	0	0	1	0	0	0	0	0	
Vítor Gaspar entusiasma-se e vende também a TAP e a RTP aos mercados 	Inimigo Público	0	0	0	1	0	1	0	0	0	0	0	0	
Benfica culpa Wikileaks pela perda de Álvaro Pereira e Falcao	Inimigo Público	0	0	0	0	0	0	0	0	0	0	0	0	
"PS-M fala em ""dia mais negro"" para a Madeira"	Público	0	0	0	0	0	0	0	0	0	0	0	0	
Passos diz que mérito de a selecção portuguesa ter subido no ranking da FIFA é todo de Maria Luís Albuquerque 	Inimigo Público	0	0	0	1	0	1	1	0	0	0	0	0	
Bento XVI vai canonizar o índio Vítor Gaspar	Inimigo Público	0	0	0	0	0	0	0	0	0	0	0	0	
Crise não se ultrapassa com resignação e rendição, diz António Costa	Público	0	0	0	0	0	0	0	0	0	0	0	0	
Jerónimo de Sousa diz que Cunhal tinha razão	Público	0	0	0	0	0	0	0	0	0	0	0	0	
Debate : Costa vai dizer ‘Tecnoforma’ quando pigarrear e Passos dirá ‘Sócrates’ quando fungar 	Inimigo Público	0	0	0	1	0	0	0	0	0	0	1	0	
Associação de Solidariedade Social faz recolhas de likes durante o Natal para doar a carenciados do Facebook	Inimigo Público	0	0	0	0	0	0	0	0	0	0	0	0	
IVA de caixa : Estado apenas vai pagar indemnizações aos funcionários públicos após privatizar todas as empresas públicas 	Inimigo Público	0	0	0	1	0	1	0	0	0	0	0	0	
BE insiste na amnistia para estudantes com propinas em atraso por dificuldades	Público	0	0	0	0	0	0	0	0	0	0	0	0	
Pedro Proença na calha para substituir Abrunhosa como juiz dos ‘Ídolos’	Inimigo Público	0	0	0	0	0	0	0	0	0	0	0	0	
Cavaco recebe 14 mil postais contra encerramento da Alfredo da Costa	Público	0	0	0	0	0	0	0	0	0	0	0	0	
Soares garante que Passos chantageia Portas com submarinos e Portas chantageia Passos com lambreta de Mota Soares 	Inimigo Público	0	0	0	1	0	0	1	0	0	0	0	0	
"António Borges: ""Temos a enorme sorte de contar com Vítor Gaspar"""	Público	0	0	0	0	0	0	0	0	0	0	0	0	
José Tengarrinha e André Freire nas primárias para deputados do Livre/Tempo de Avançar	Público	0	0	0	0	0	0	0	0	0	0	0	0	
Portugueses relembram inferno antes do Facebook quando iam jantar fora e a bares e discotecas falar com amigos reais e engatar gajas reais 	Inimigo Público	0	0	0	1	0	0	0	1	0	1	0	0	
"Vice-presidente do PSD diz que ""não estão previstas medidas para compensar perda de receitas"""	Público	0	0	0	0	0	0	0	0	0	0	0	0	
Risco de governamentalização da RTP afecta a credibilidade e a gestão	Público	0	0	0	0	0	0	0	0	0	0	0	0	
Moreira e Pizarro assinam acordo de governo para o Porto	Público	0	0	0	0	0	0	0	0	0	0	0	0	
